"","n_tot","n_rba","actLvl","actLvlRBA","actLvl.adj","frcAct","tru_tot","tru_ba","tru_rba","tru_ivb","err_pb"
"1",1,1,400,60,240,-0.25,300,180,60,71.5375854214123,0.2012
